,2022.3.9,,,
234.85,149.057,149.046,149.055,149.035
234.90,149.057,149.046,149.056,149.036
234.95,149.057,149.047,149.057,149.036
235.00,149.057,149.047,149.057,149.036
235.05,149.056,149.047,149.056,149.036
235.10,149.056,149.046,149.056,149.036
235.15,149.056,149.046,149.055,149.036
235.20,149.056,149.046,149.055,149.036
235.25,149.056,149.046,149.055,149.036
235.30,149.056,149.046,149.055,149.036
235.35,149.056,149.045,149.056,149.036
235.40,149.056,149.046,149.055,149.036
235.45,149.056,149.046,149.055,149.036
235.50,149.056,149.046,149.054,149.035
235.55,149.055,149.046,149.053,149.036
235.60,149.055,149.047,149.053,149.036
235.65,149.056,149.046,149.053,149.036
235.70,149.056,149.047,149.053,149.036
235.75,149.056,149.046,149.052,149.036
235.80,149.057,149.046,149.052,149.036
235.85,149.057,149.045,149.051,149.036
235.90,149.057,149.045,149.050,149.036
235.95,149.057,149.045,149.049,149.035
236.00,149.058,149.045,149.048,149.035
236.05,149.057,149.044,149.049,149.034
236.10,149.057,149.044,149.048,149.033
236.15,149.058,149.045,149.047,149.033
236.20,149.057,149.044,149.047,149.033
236.25,149.058,149.045,149.047,149.032
236.30,149.057,149.045,149.047,149.032
236.35,149.057,149.045,149.045,149.032
236.40,149.056,149.045,149.045,149.033
236.45,149.055,149.045,149.046,149.032
236.50,149.055,149.045,149.045,149.033
236.55,149.055,149.044,149.045,149.033
236.60,149.055,149.044,149.045,149.032
236.65,149.055,149.044,149.046,149.033
236.70,149.055,149.044,149.045,149.032
236.75,149.054,149.044,149.046,149.031
236.80,149.055,149.044,149.045,149.030
236.85,149.055,149.044,149.044,149.031
236.90,149.055,149.044,149.044,149.031
236.95,149.055,149.043,149.044,149.031
237.00,149.054,149.043,149.045,149.032
237.05,149.055,149.043,149.045,149.034
237.10,149.055,149.043,149.046,149.034
237.15,149.055,149.043,149.047,149.033
237.20,149.055,149.043,149.046,149.036
237.25,149.055,149.043,149.047,149.036
237.30,149.054,149.043,149.048,149.035
237.35,149.054,149.043,149.047,149.035
237.40,149.054,149.043,149.047,149.035
237.45,149.054,149.043,149.048,149.034
237.50,149.054,149.042,149.048,149.034
237.55,149.055,149.042,149.048,149.034
237.60,149.055,149.042,149.049,149.035
237.65,149.055,149.042,149.050,149.035
237.70,149.054,149.042,149.051,149.034
237.75,149.055,149.042,149.051,149.035
237.80,149.054,149.042,149.051,149.034
237.85,149.054,149.041,149.051,149.035
237.90,149.054,149.041,149.051,149.035
237.95,149.055,149.041,149.050,149.036
238.00,149.055,149.041,149.050,149.036
238.05,149.054,149.041,149.050,149.038
238.10,149.054,149.041,149.051,149.038
238.15,149.053,149.040,149.051,149.038
238.20,149.054,149.040,149.051,149.038
238.25,149.053,149.040,149.053,149.038
238.30,149.053,149.040,149.053,149.037
238.35,149.052,149.040,149.054,149.037
238.40,149.053,149.040,149.054,149.038
238.45,149.054,149.041,149.054,149.038
238.50,149.053,149.041,149.055,149.038
238.55,149.053,149.041,149.056,149.038
238.60,149.053,149.041,149.057,149.038
238.65,149.054,149.042,149.057,149.038
238.70,149.053,149.042,149.058,149.037
238.75,149.053,149.043,149.058,149.038
238.80,149.054,149.044,149.058,149.038
238.85,149.054,149.045,149.058,149.038
238.90,149.054,149.045,149.058,149.038
238.95,149.054,149.046,149.057,149.038
239.00,149.055,149.046,149.058,149.038
239.05,149.055,149.046,149.058,149.038
239.10,149.054,149.046,149.058,149.038
239.15,149.054,149.046,149.057,149.038
239.20,149.053,149.046,149.057,149.039
239.25,149.053,149.045,149.056,149.038
239.30,149.054,149.045,149.057,149.038
239.35,149.054,149.046,149.056,149.039
239.40,149.055,149.047,149.056,149.040
239.45,149.055,149.046,149.057,149.040
239.50,149.056,149.046,149.057,149.040
239.55,149.057,149.047,149.057,149.040
239.60,149.056,149.047,149.056,149.040
239.65,149.057,149.046,149.055,149.040
239.70,149.057,149.046,149.054,149.040
239.75,149.057,149.047,149.053,149.039
239.80,149.057,149.047,149.053,149.040
239.85,149.058,149.046,149.052,149.039
239.90,149.057,149.046,149.051,149.039
239.95,149.058,149.046,149.051,149.038
240.00,149.058,149.046,149.051,149.038
240.05,149.058,149.046,149.051,149.038
240.10,149.058,149.046,149.050,149.037
240.15,149.059,149.045,149.050,149.038
240.20,149.060,149.044,149.051,149.038
240.25,149.061,149.044,149.052,149.039
240.30,149.061,149.044,149.052,149.038
240.35,149.061,149.044,149.053,149.039
240.40,149.061,149.043,149.054,149.038
240.45,149.063,149.043,149.054,149.039
240.50,149.063,149.044,149.054,149.038
240.55,149.063,149.044,149.055,149.038
240.60,149.063,149.044,149.055,149.038
240.65,149.063,149.044,149.055,149.038
240.70,149.063,149.044,149.055,149.038
240.75,149.063,149.044,149.055,149.037
240.80,149.063,149.043,149.057,149.038
240.85,149.063,149.042,149.057,149.038
240.90,149.061,149.043,149.056,149.038
240.95,149.061,149.043,149.057,149.038
241.00,149.061,149.041,149.057,149.038
241.05,149.060,149.042,149.056,149.037
241.10,149.060,149.042,149.054,149.037
241.15,149.060,149.043,149.053,149.037
241.20,149.060,149.043,149.054,149.038
241.25,149.060,149.044,149.053,149.038
241.30,149.060,149.044,149.053,149.038
241.35,149.060,149.044,149.054,149.038
241.40,149.059,149.045,149.054,149.038
241.45,149.059,149.044,149.053,149.039
241.50,149.059,149.044,149.051,149.038
241.55,149.059,149.045,149.050,149.038
241.60,149.058,149.045,149.049,149.038
241.65,149.059,149.046,149.047,149.038
241.70,149.059,149.045,149.046,149.037
241.75,149.059,149.046,149.046,149.037
241.80,149.060,149.045,149.046,149.037
241.85,149.061,149.045,149.047,149.037
241.90,149.061,149.045,149.047,149.036
241.95,149.061,149.044,149.049,149.036
242.00,149.061,149.044,149.050,149.037
242.05,149.060,149.044,149.051,149.037
242.10,149.060,149.044,149.051,149.038
242.15,149.060,149.045,149.052,149.038
242.20,149.060,149.045,149.053,149.038
242.25,149.058,149.044,149.052,149.038
242.30,149.058,149.044,149.051,149.038
242.35,149.058,149.044,149.052,149.038
242.40,149.058,149.044,149.052,149.038
242.45,149.057,149.043,149.051,149.038
242.50,149.057,149.043,149.051,149.038
242.55,149.058,149.044,149.052,149.038
242.60,149.058,149.043,149.053,149.039
242.65,149.058,149.043,149.052,149.038
242.70,149.058,149.043,149.053,149.038
242.75,149.059,149.043,149.053,149.038
242.80,149.059,149.043,149.054,149.038
242.85,149.059,149.043,149.055,149.038
242.90,149.060,149.044,149.055,149.039
242.95,149.060,149.044,149.056,149.039
243.00,149.061,149.044,149.056,149.039
243.05,149.062,149.045,149.056,149.039
243.10,149.062,149.045,149.056,149.039
243.15,149.063,149.045,149.056,149.039
243.20,149.062,149.045,149.056,149.039
243.25,149.063,149.046,149.057,149.039
243.30,149.062,149.046,149.057,149.039
243.35,149.062,149.047,149.057,149.039
243.40,149.062,149.046,149.058,149.038
243.45,149.062,149.046,149.058,149.039
243.50,149.062,149.046,149.058,149.038
243.55,149.062,149.046,149.057,149.037
243.60,149.062,149.046,149.057,149.038
243.65,149.062,149.046,149.057,149.038
243.70,149.062,149.046,149.056,149.038
243.75,149.062,149.046,149.055,149.038
243.80,149.062,149.046,149.055,149.038
243.85,149.062,149.046,149.054,149.038
243.90,149.062,149.045,149.055,149.038
243.95,149.062,149.045,149.054,149.038
244.00,149.061,149.045,149.054,149.037
244.05,149.061,149.045,149.054,149.037
244.10,149.060,149.045,149.054,149.037
244.15,149.061,149.045,149.054,149.037
244.20,149.060,149.045,149.055,149.037
244.25,149.060,149.045,149.055,149.036
244.30,149.061,149.045,149.055,149.036
244.35,149.062,149.045,149.054,149.037
244.40,149.062,149.046,149.053,149.037
244.45,149.062,149.047,149.052,149.037
244.50,149.061,149.047,149.051,149.037
244.55,149.062,149.047,149.051,149.038
244.60,149.062,149.048,149.051,149.038
244.65,149.062,149.048,149.050,149.039
244.70,149.062,149.048,149.049,149.039
244.75,149.061,149.048,149.049,149.039
244.80,149.061,149.047,149.048,149.038
244.85,149.061,149.047,149.047,149.037
244.90,149.061,149.046,149.046,149.036
244.95,149.061,149.046,149.047,149.034
245.00,149.060,149.047,149.049,149.034
245.05,149.060,149.047,149.052,149.034
245.10,149.060,149.049,149.054,149.035
245.15,149.060,149.050,149.056,149.035
245.20,149.061,149.051,149.058,149.037
245.25,149.059,149.052,149.059,149.039
245.30,149.060,149.052,149.057,149.040
245.35,149.059,149.051,149.056,149.039
245.40,149.060,149.051,149.054,149.040
245.45,149.060,149.051,149.053,149.040
245.50,149.060,149.051,149.052,149.041
245.55,149.060,149.050,149.052,149.040
245.60,149.060,149.050,149.053,149.040
245.65,149.060,149.050,149.053,149.040
245.70,149.060,149.050,149.054,149.040
245.75,149.059,149.050,149.054,149.039
245.80,149.060,149.050,149.053,149.038
245.85,149.059,149.050,149.053,149.038
245.90,149.058,149.050,149.052,149.038
245.95,149.057,149.050,149.051,149.038
246.00,149.057,149.050,149.052,149.039
246.05,149.056,149.050,149.051,149.039
246.10,149.056,149.050,149.053,149.039
246.15,149.056,149.050,149.054,149.039
246.20,149.057,149.050,149.053,149.040
246.25,149.057,149.050,149.053,149.040
246.30,149.057,149.050,149.053,149.040
246.35,149.057,149.051,149.053,149.040
246.40,149.057,149.052,149.051,149.040
246.45,149.057,149.052,149.052,149.039
246.50,149.057,149.052,149.052,149.040
246.55,149.056,149.052,149.052,149.039
246.60,149.057,149.052,149.053,149.040
246.65,149.057,149.052,149.054,149.039
246.70,149.056,149.052,149.055,149.039
246.75,149.056,149.053,149.055,149.039
246.80,149.056,149.053,149.054,149.040
246.85,149.056,149.054,149.053,149.039
246.90,149.057,149.054,149.051,149.039
246.95,149.056,149.054,149.050,149.038
247.00,149.057,149.054,149.049,149.037
247.05,149.057,149.054,149.048,149.036
247.10,149.057,149.054,149.049,149.035
247.15,149.057,149.053,149.049,149.034
247.20,149.056,149.053,149.049,149.033
247.25,149.056,149.052,149.049,149.033
247.30,149.056,149.053,149.049,149.032
247.35,149.055,149.053,149.049,149.032
247.40,149.055,149.053,149.049,149.032
247.45,149.056,149.053,149.049,149.031
247.50,149.056,149.053,149.051,149.031
247.55,149.056,149.053,149.052,149.031
247.60,149.056,149.052,149.052,149.031
247.65,149.056,149.051,149.052,149.030
247.70,149.056,149.050,149.053,149.031
247.75,149.055,149.049,149.053,149.032
247.80,149.055,149.048,149.052,149.032
247.85,149.055,149.047,149.052,149.032
247.90,149.055,149.046,149.053,149.032
247.95,149.055,149.046,149.053,149.033
248.00,149.053,149.046,149.053,149.033
248.05,149.053,149.046,149.053,149.035
248.10,149.053,149.047,149.052,149.035
248.15,149.052,149.047,149.052,149.038
248.20,149.051,149.047,149.052,149.040
248.25,149.052,149.046,149.052,149.040
248.30,149.051,149.046,149.051,149.041
248.35,149.052,149.046,149.052,149.039
248.40,149.052,149.047,149.053,149.038
248.45,149.053,149.047,149.053,149.037
248.50,149.053,149.048,149.053,149.036
248.55,149.054,149.048,149.054,149.037
248.60,149.053,149.048,149.055,149.036
248.65,149.053,149.048,149.056,149.038
248.70,149.053,149.048,149.056,149.037
248.75,149.054,149.048,149.056,149.037
248.80,149.054,149.048,149.057,149.037
248.85,149.054,149.048,149.055,149.037
248.90,149.054,149.048,149.054,149.038
248.95,149.054,149.048,149.052,149.037
249.00,149.054,149.047,149.051,149.037
249.05,149.054,149.047,149.048,149.037
249.10,149.054,149.047,149.046,149.036
249.15,149.054,149.046,149.046,149.037
249.20,149.054,149.045,149.046,149.036
249.25,149.054,149.045,149.047,149.037
249.30,149.054,149.044,149.049,149.035
249.35,149.054,149.042,149.051,149.035
249.40,149.054,149.041,149.054,149.035
249.45,149.054,149.039,149.054,149.034
249.50,149.055,149.039,149.055,149.034
249.55,149.056,149.039,149.054,149.035
249.60,149.056,149.040,149.052,149.035
249.65,149.056,149.042,149.051,149.035
249.70,149.057,149.042,149.049,149.035
249.75,149.057,149.043,149.049,149.034
249.80,149.057,149.043,149.047,149.034
249.85,149.057,149.043,149.048,149.033
249.90,149.057,149.043,149.050,149.035
249.95,149.056,149.042,149.050,149.034
250.00,149.056,149.042,149.050,149.035
250.05,149.056,149.042,149.049,149.035
250.10,149.057,149.041,149.050,149.037
250.15,149.057,149.041,149.050,149.035
250.20,149.057,149.041,149.050,149.036
250.25,149.057,149.040,149.050,149.036
250.30,149.057,149.040,149.050,149.035
250.35,149.058,149.041,149.052,149.036
250.40,149.058,149.040,149.052,149.037
250.45,149.057,149.041,149.053,149.036
250.50,149.057,149.040,149.052,149.036
250.55,149.058,149.040,149.052,149.037
250.60,149.057,149.039,149.051,149.037
250.65,149.057,149.039,149.050,149.036
250.70,149.056,149.039,149.050,149.036
250.75,149.056,149.038,149.049,149.036
250.80,149.056,149.038,149.050,149.036
250.85,149.056,149.039,149.050,149.036
250.90,149.057,149.038,149.051,149.036
250.95,149.056,149.038,149.052,149.036
251.00,149.056,149.039,149.050,149.036
251.05,149.056,149.039,149.052,149.035
251.10,149.056,149.040,149.051,149.036
251.15,149.057,149.041,149.052,149.035
251.20,149.056,149.041,149.051,149.034
251.25,149.056,149.042,149.052,149.033
251.30,149.056,149.041,149.053,149.034
251.35,149.056,149.041,149.054,149.034
251.40,149.056,149.041,149.054,149.035
251.45,149.056,149.040,149.055,149.035
251.50,149.056,149.041,149.056,149.036
251.55,149.055,149.041,149.056,149.036
251.60,149.057,149.041,149.055,149.037
251.65,149.057,149.041,149.055,149.037
251.70,149.057,149.042,149.054,149.036
251.75,149.058,149.042,149.054,149.036
251.80,149.059,149.041,149.052,149.037
251.85,149.059,149.042,149.052,149.036
251.90,149.060,149.042,149.053,149.036
251.95,149.060,149.042,149.052,149.036
252.00,149.059,149.042,149.054,149.036
252.05,149.059,149.043,149.055,149.036
252.10,149.059,149.042,149.056,149.036
252.15,149.059,149.043,149.056,149.036
252.20,149.059,149.042,149.057,149.036
252.25,149.059,149.042,149.056,149.036
252.30,149.060,149.042,149.056,149.035
252.35,149.061,149.042,149.056,149.036
252.40,149.060,149.041,149.056,149.036
252.45,149.061,149.042,149.055,149.035
252.50,149.062,149.043,149.055,149.035
252.55,149.062,149.043,149.055,149.035
252.60,149.062,149.044,149.054,149.035
252.65,149.062,149.046,149.053,149.035
252.70,149.061,149.046,149.053,149.035
252.75,149.062,149.047,149.052,149.035
252.80,149.061,149.047,149.052,149.036
252.85,149.061,149.046,149.052,149.036
252.90,149.061,149.046,149.052,149.035
252.95,149.060,149.046,149.052,149.036
253.00,149.060,149.045,149.052,149.035
253.05,149.060,149.044,149.051,149.036
253.10,149.061,149.044,149.052,149.036
253.15,149.061,149.045,149.051,149.035
253.20,149.061,149.044,149.051,149.036
253.25,149.061,149.044,149.051,149.036
253.30,149.061,149.044,149.050,149.036
253.35,149.061,149.044,149.050,149.035
253.40,149.061,149.043,149.049,149.036
253.45,149.061,149.043,149.049,149.037
253.50,149.061,149.043,149.049,149.036
253.55,149.061,149.042,149.047,149.035
253.60,149.061,149.043,149.047,149.036
253.65,149.060,149.042,149.047,149.036
253.70,149.060,149.042,149.047,149.036
253.75,149.060,149.042,149.048,149.036
253.80,149.060,149.041,149.048,149.035
253.85,149.060,149.041,149.049,149.035
253.90,149.060,149.040,149.050,149.035
253.95,149.060,149.040,149.049,149.036
254.00,149.060,149.040,149.050,149.035
254.05,149.060,149.040,149.050,149.034
254.10,149.060,149.040,149.050,149.034
254.15,149.061,149.040,149.049,149.035
254.20,149.061,149.041,149.049,149.035
254.25,149.061,149.043,149.050,149.034
254.30,149.062,149.044,149.049,149.034
254.35,149.062,149.043,149.050,149.034
254.40,149.062,149.043,149.050,149.034
254.45,149.062,149.042,149.050,149.034
254.50,149.062,149.042,149.050,149.033
254.55,149.063,149.042,149.050,149.033
254.60,149.063,149.041,149.050,149.032
254.65,149.064,149.042,149.051,149.032
254.70,149.064,149.043,149.051,149.031
254.75,149.064,149.043,149.053,149.031
254.80,149.064,149.044,149.053,149.032
254.85,149.065,149.044,149.054,149.032
254.90,149.065,149.044,149.054,149.032
254.95,149.064,149.044,149.053,149.033
255.00,149.064,149.044,149.052,149.033
255.05,149.064,149.044,149.051,149.034
255.10,149.064,149.044,149.050,149.034
255.15,149.064,149.044,149.049,149.034
255.20,149.064,149.044,149.049,149.034
255.25,149.064,149.043,149.049,149.033
255.30,149.064,149.043,149.051,149.031
255.35,149.064,149.042,149.051,149.029
255.40,149.064,149.042,149.052,149.028
255.45,149.063,149.043,149.052,149.027
255.50,149.062,149.042,149.053,149.027
255.55,149.061,149.043,149.052,149.028
255.60,149.061,149.043,149.052,149.030
255.65,149.059,149.044,149.051,149.030
255.70,149.058,149.044,149.050,149.031
255.75,149.058,149.044,149.051,149.032
255.80,149.057,149.044,149.050,149.032
255.85,149.058,149.042,149.049,149.032
255.90,149.058,149.041,149.047,149.032
255.95,149.058,149.039,149.049,149.032
256.00,149.058,149.037,149.048,149.033
256.05,149.058,149.037,149.047,149.033
256.10,149.058,149.037,149.047,149.033
256.15,149.057,149.037,149.047,149.033
256.20,149.057,149.038,149.048,149.033
256.25,149.057,149.039,149.047,149.033
256.30,149.056,149.039,149.047,149.034
256.35,149.055,149.039,149.048,149.034
256.40,149.056,149.039,149.047,149.034
256.45,149.056,149.038,149.049,149.034
256.50,149.055,149.038,149.049,149.034
256.55,149.055,149.038,149.051,149.033
256.60,149.055,149.038,149.052,149.033
256.65,149.055,149.038,149.051,149.032
256.70,149.054,149.038,149.051,149.033
256.75,149.054,149.038,149.050,149.033
256.80,149.053,149.038,149.049,149.033
256.85,149.053,149.038,149.048,149.033
256.90,149.052,149.038,149.047,149.033
256.95,149.052,149.038,149.046,149.032
257.00,149.052,149.038,149.044,149.031
257.05,149.052,149.038,149.044,149.031
257.10,149.052,149.037,149.043,149.032
257.15,149.052,149.038,149.042,149.032
257.20,149.053,149.037,149.042,149.032
257.25,149.053,149.036,149.041,149.032
257.30,149.052,149.035,149.040,149.032
257.35,149.052,149.036,149.040,149.031
257.40,149.053,149.036,149.041,149.031
257.45,149.052,149.036,149.040,149.031
257.50,149.052,149.035,149.041,149.030
257.55,149.053,149.036,149.041,149.030
257.60,149.053,149.037,149.040,149.029
257.65,149.054,149.037,149.039,149.028
257.70,149.053,149.036,149.039,149.028
257.75,149.054,149.036,149.039,149.029
257.80,149.054,149.037,149.038,149.030
257.85,149.053,149.038,149.039,149.030
257.90,149.054,149.037,149.039,149.031
257.95,149.054,149.037,149.040,149.032
258.00,149.054,149.036,149.042,149.032
258.05,149.054,149.035,149.043,149.033
258.10,149.054,149.035,149.045,149.032
258.15,149.055,149.033,149.046,149.032
258.20,149.055,149.033,149.047,149.031
258.25,149.055,149.033,149.048,149.030
258.30,149.055,149.034,149.048,149.031
258.35,149.055,149.035,149.048,149.030
258.40,149.055,149.035,149.048,149.031
258.45,149.056,149.036,149.049,149.032
258.50,149.056,149.036,149.049,149.033
258.55,149.057,149.037,149.049,149.033
258.60,149.056,149.037,149.050,149.032
258.65,149.056,149.038,149.049,149.032
258.70,149.056,149.038,149.049,149.031
258.75,149.056,149.039,149.050,149.031
258.80,149.055,149.039,149.050,149.031
258.85,149.056,149.039,149.051,149.033
258.90,149.056,149.040,149.051,149.035
258.95,149.056,149.040,149.053,149.036
259.00,149.056,149.039,149.053,149.038
259.05,149.056,149.040,149.054,149.038
259.10,149.056,149.040,149.054,149.038
259.15,149.056,149.041,149.054,149.038
259.20,149.056,149.041,149.054,149.037
259.25,149.056,149.042,149.054,149.037
259.30,149.056,149.042,149.055,149.037
259.35,149.056,149.043,149.055,149.037
259.40,149.055,149.043,149.054,149.037
259.45,149.057,149.043,149.054,149.037
259.50,149.056,149.042,149.055,149.037
259.55,149.056,149.042,149.054,149.037
259.60,149.055,149.042,149.054,149.037
259.65,149.055,149.042,149.055,149.037
259.70,149.055,149.042,149.053,149.037
259.75,149.055,149.042,149.054,149.037
259.80,149.055,149.042,149.054,149.037
259.85,149.054,149.042,149.055,149.037
259.90,149.054,149.042,149.055,149.037
259.95,149.055,149.042,149.054,149.035
260.00,149.054,149.042,149.055,149.037
260.05,149.053,149.043,149.054,149.038
260.10,149.054,149.043,149.054,149.038
260.15,149.053,149.043,149.054,149.038
260.20,149.054,149.043,149.054,149.039
260.25,149.054,149.043,149.055,149.039
260.30,149.055,149.043,149.055,149.039
260.35,149.055,149.043,149.055,149.039
260.40,149.056,149.044,149.055,149.040
260.45,149.056,149.044,149.055,149.039
260.50,149.056,149.045,149.055,149.040
260.55,149.056,149.045,149.055,149.040
260.60,149.055,149.046,149.054,149.040
260.65,149.055,149.045,149.054,149.040
260.70,149.055,149.046,149.054,149.040
260.75,149.054,149.047,149.053,149.040
260.80,149.054,149.048,149.052,149.039
260.85,149.055,149.048,149.052,149.039
260.90,149.055,149.048,149.052,149.038
260.95,149.054,149.049,149.051,149.037
261.00,149.054,149.047,149.051,149.036
261.05,149.053,149.047,149.050,149.034
261.10,149.053,149.046,149.049,149.033
261.15,149.052,149.046,149.049,149.034
261.20,149.053,149.045,149.049,149.033
261.25,149.053,149.046,149.048,149.034
261.30,149.053,149.047,149.048,149.036
261.35,149.054,149.048,149.048,149.037
261.40,149.054,149.049,149.048,149.038
261.45,149.054,149.049,149.046,149.037
261.50,149.054,149.049,149.046,149.037
261.55,149.054,149.049,149.046,149.036
261.60,149.053,149.048,149.046,149.036
261.65,149.051,149.048,149.046,149.035
261.70,149.051,149.048,149.047,149.035
261.75,149.051,149.047,149.047,149.035
261.80,149.050,149.048,149.048,149.036
261.85,149.050,149.048,149.048,149.035
261.90,149.050,149.047,149.047,149.035
261.95,149.051,149.047,149.046,149.036
262.00,149.051,149.046,149.045,149.035
262.05,149.051,149.047,149.043,149.035
262.10,149.050,149.046,149.043,149.034
262.15,149.050,149.046,149.042,149.035
262.20,149.050,149.047,149.043,149.035
262.25,149.050,149.047,149.042,149.035
262.30,149.050,149.047,149.042,149.035
262.35,149.049,149.047,149.043,149.035
262.40,149.049,149.047,149.045,149.034
262.45,149.049,149.047,149.046,149.035
262.50,149.049,149.047,149.047,149.035
262.55,149.048,149.048,149.049,149.035
262.60,149.048,149.048,149.051,149.035
262.65,149.048,149.048,149.052,149.035
262.70,149.048,149.048,149.052,149.035
262.75,149.048,149.048,149.051,149.034
262.80,149.049,149.047,149.050,149.035
262.85,149.049,149.047,149.049,149.036
262.90,149.049,149.047,149.049,149.035
262.95,149.050,149.046,149.048,149.036
263.00,149.050,149.046,149.049,149.036
263.05,149.049,149.046,149.048,149.035
263.10,149.050,149.046,149.048,149.035
263.15,149.050,149.045,149.048,149.035
263.20,149.050,149.045,149.047,149.035
263.25,149.050,149.044,149.048,149.036
263.30,149.051,149.044,149.048,149.035
263.35,149.050,149.044,149.049,149.036
263.40,149.050,149.043,149.048,149.036
263.45,149.049,149.043,149.049,149.036
263.50,149.050,149.042,149.049,149.036
263.55,149.049,149.042,149.049,149.035
263.60,149.049,149.042,149.049,149.035
263.65,149.048,149.042,149.049,149.036
263.70,149.049,149.042,149.049,149.035
263.75,149.049,149.043,149.050,149.035
263.80,149.049,149.043,149.050,149.034
263.85,149.049,149.043,149.051,149.034
263.90,149.049,149.044,149.051,149.034
263.95,149.049,149.044,149.052,149.034
264.00,149.050,149.043,149.052,149.034
264.05,149.050,149.043,149.052,149.034
264.10,149.050,149.043,149.053,149.034
264.15,149.050,149.043,149.053,149.034
264.20,149.050,149.043,149.053,149.035
264.25,149.051,149.043,149.053,149.035
264.30,149.049,149.043,149.054,149.035
264.35,149.050,149.043,149.055,149.036
264.40,149.050,149.043,149.055,149.036
264.45,149.050,149.043,149.054,149.036
264.50,149.050,149.042,149.054,149.036
264.55,149.049,149.042,149.054,149.036
264.60,149.050,149.041,149.053,149.036
264.65,149.049,149.041,149.052,149.036
264.70,149.049,149.041,149.052,149.035
264.75,149.048,149.041,149.052,149.036
264.80,149.048,149.041,149.052,149.035
264.85,149.049,149.041,149.053,149.035
264.90,149.048,149.040,149.054,149.036
264.95,149.047,149.040,149.055,149.036
265.00,149.047,149.040,149.055,149.036
265.05,149.047,149.040,149.054,149.036
265.10,149.047,149.040,149.055,149.036
265.15,149.047,149.040,149.054,149.036
265.20,149.048,149.040,149.053,149.036
265.25,149.048,149.039,149.053,149.036
265.30,149.048,149.040,149.053,149.036
265.35,149.049,149.040,149.053,149.035
265.40,149.048,149.040,149.053,149.036
265.45,149.049,149.040,149.052,149.036
265.50,149.048,149.040,149.052,149.037
265.55,149.048,149.041,149.052,149.037
265.60,149.048,149.040,149.052,149.037
265.65,149.048,149.040,149.052,149.036
265.70,149.048,149.039,149.051,149.037
265.75,149.047,149.038,149.050,149.036
265.80,149.048,149.038,149.050,149.035
265.85,149.048,149.038,149.049,149.036
265.90,149.048,149.038,149.048,149.036
265.95,149.049,149.038,149.047,149.035
266.00,149.049,149.038,149.047,149.034
266.05,149.050,149.038,149.046,149.034
266.10,149.050,149.038,149.045,149.033
266.15,149.050,149.037,149.045,149.032
266.20,149.051,149.037,149.045,149.032
266.25,149.051,149.037,149.045,149.032
266.30,149.050,149.036,149.044,149.032
266.35,149.050,149.036,149.043,149.032
266.40,149.049,149.036,149.043,149.032
266.45,149.049,149.036,149.043,149.033
266.50,149.048,149.035,149.044,149.032
266.55,149.049,149.036,149.043,149.032
266.60,149.049,149.036,149.044,149.032
266.65,149.049,149.036,149.044,149.032
266.70,149.051,149.036,149.044,149.032
266.75,149.051,149.035,149.044,149.031
266.80,149.052,149.035,149.044,149.030
266.85,149.052,149.035,149.044,149.030
266.90,149.053,149.035,149.044,149.030
266.95,149.054,149.035,149.044,149.031
267.00,149.054,149.036,149.044,149.031
267.05,149.054,149.036,149.045,149.032
267.10,149.054,149.037,149.046,149.033
267.15,149.055,149.037,149.047,149.035
267.20,149.054,149.038,149.047,149.036
267.25,149.053,149.037,149.048,149.036
267.30,149.053,149.037,149.048,149.035
267.35,149.053,149.037,149.047,149.035
267.40,149.053,149.037,149.046,149.036
267.45,149.053,149.036,149.047,149.035
267.50,149.054,149.036,149.047,149.033
267.55,149.054,149.036,149.047,149.033
267.60,149.053,149.036,149.048,149.034
267.65,149.054,149.036,149.048,149.033
267.70,149.053,149.036,149.049,149.033
267.75,149.053,149.036,149.049,149.033
267.80,149.053,149.036,149.050,149.034
267.85,149.053,149.037,149.050,149.034
267.90,149.054,149.037,149.050,149.034
267.95,149.054,149.037,149.050,149.034
268.00,149.055,149.038,149.048,149.035
268.05,149.055,149.038,149.049,149.036
268.10,149.055,149.038,149.048,149.036
268.15,149.055,149.038,149.048,149.037
268.20,149.055,149.038,149.049,149.037
268.25,149.055,149.037,149.050,149.037
268.30,149.055,149.038,149.051,149.037
268.35,149.055,149.038,149.051,149.037
268.40,149.054,149.037,149.052,149.037
268.45,149.054,149.037,149.053,149.036
268.50,149.054,149.038,149.053,149.036
268.55,149.054,149.037,149.053,149.037
268.60,149.055,149.038,149.054,149.036
268.65,149.055,149.037,149.054,149.036
268.70,149.056,149.039,149.054,149.036
268.75,149.056,149.038,149.055,149.036
268.80,149.056,149.038,149.055,149.036
268.85,149.056,149.037,149.055,149.035
268.90,149.056,149.038,149.054,149.035
268.95,149.056,149.037,149.054,149.035
269.00,149.056,149.037,149.053,149.035
269.05,149.057,149.038,149.053,149.035
269.10,149.057,149.038,149.053,149.036
269.15,149.058,149.040,149.053,149.037
269.20,149.059,149.040,149.052,149.037
269.25,149.058,149.040,149.053,149.036
269.30,149.058,149.041,149.052,149.037
269.35,149.058,149.041,149.052,149.037
269.40,149.058,149.040,149.052,149.035
269.45,149.058,149.040,149.052,149.036
269.50,149.057,149.040,149.052,149.036
269.55,149.057,149.040,149.051,149.037
269.60,149.057,149.040,149.052,149.036
269.65,149.058,149.041,149.051,149.036
269.70,149.057,149.041,149.050,149.036
269.75,149.058,149.040,149.049,149.035
